airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,departure_airport,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arrival_airport,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,arr_actual,arr_actual_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,arr_actual_ts,dep_actual_ts,departure_delay,delay_category,departure_terminal,arrival_terminal
LH,DLH,LH1647,DLH1647,1647,GDN,EPGD,,015,2025-04-26 05:55,2025-04-26 03:55,2025-04-26 09:09,2025-04-26 07:09,2025-04-26 09:09,2025-04-26 07:09,MUC,EDDM,2,,,2025-04-26 07:30,2025-04-26 05:30,2025-04-26 10:40,2025-04-26 08:40,,,CL,1647,CL1647,active,95,190,194.0,190.0,CRJ9,1745645400,1745639700,1745656800.0,1745651340.0,,1745651340.0,194,Long Delay,Unknown,2
LO,LOT,LO4961,LOT4961,4961,GDN,EPGD,,015,2025-04-26 05:55,2025-04-26 03:55,2025-04-26 09:09,2025-04-26 07:09,2025-04-26 09:09,2025-04-26 07:09,MUC,EDDM,2,,,2025-04-26 07:30,2025-04-26 05:30,2025-04-26 10:40,2025-04-26 08:40,,,CL,1647,CL1647,active,95,190,194.0,190.0,,1745645400,1745639700,1745656800.0,1745651340.0,,1745651340.0,194,Long Delay,Unknown,2
JQ,JST,JQ219,JST219,219,MEL,YMML,2,2,2025-04-26 14:30,2025-04-26 04:30,2025-04-26 17:09,2025-04-26 07:09,2025-04-26 17:09,2025-04-26 07:09,ZQN,NZQN,,,,2025-04-26 19:40,2025-04-26 07:40,2025-04-26 22:15,2025-04-26 10:15,,,,,,active,190,155,159.0,155.0,A320,1745653200,1745641800,1745662500.0,1745651340.0,,1745651340.0,159,Long Delay,2,Unknown
SQ,SIA,SQ2267,SIA2267,2267,GDN,EPGD,,015,2025-04-26 05:55,2025-04-26 03:55,2025-04-26 09:09,2025-04-26 07:09,2025-04-26 09:09,2025-04-26 07:09,MUC,EDDM,2,,,2025-04-26 07:30,2025-04-26 05:30,2025-04-26 10:40,2025-04-26 08:40,,,CL,1647,CL1647,active,95,190,194.0,190.0,,1745645400,1745639700,1745656800.0,1745651340.0,,1745651340.0,194,Long Delay,Unknown,2
FR,RYR,FR5682,RYR5682,5682,EIN,EHEH,,,2025-04-25 21:15,2025-04-25 19:15,2025-04-26 09:10,2025-04-26 07:10,,,STN,EGSS,1,,,2025-04-25 21:20,2025-04-25 20:20,,,,,,,,scheduled,65,715,715.0,,,1745612400,1745608500,,1745651400.0,,,0,On Time,Unknown,1
ET,ETH,ET207,ETH207,207,DIR,HADR,1,1,2025-04-26 08:10,2025-04-26 05:10,2025-04-26 10:10,2025-04-26 07:10,,,ADD,HAAB,1,,,2025-04-26 09:20,2025-04-26 06:20,2025-04-26 11:10,2025-04-26 08:10,,,,,,scheduled,70,120,120.0,120.0,,1745648400,1745644200,1745655000.0,1745651400.0,,,0,On Time,1,1
SQ,SIA,SQ8373,SIA8373,8373,IPH,WMKI,,,2025-04-26 15:10,2025-04-26 07:10,,,,,SIN,WSSS,1,C17,,2025-04-26 16:30,2025-04-26 08:30,2025-04-26 17:38,2025-04-26 09:38,,,TR,409,TR409,scheduled,80,68,,68.0,,1745656200,1745651400,1745660280.0,,,,0,On Time,Unknown,1
AK,AXM,AK5210,AXM5210,5210,KUL,WMKK,2,,2025-04-26 13:55,2025-04-26 05:55,2025-04-26 15:10,2025-04-26 07:10,,,KCH,WBGG,,,,2025-04-26 15:35,2025-04-26 07:35,2025-04-26 16:57,2025-04-26 08:57,,,,,,scheduled,100,82,75.0,82.0,,1745652900,1745646900,1745657820.0,1745651400.0,,,0,On Time,2,Unknown
5W,WAZ,5W7126,WAZ7126,7126,MED,OEMA,,111,2025-04-26 09:10,2025-04-26 06:10,2025-04-26 10:10,2025-04-26 07:10,2025-04-26 10:10,2025-04-26 07:10,AUH,OMAA,TA,E9,,2025-04-26 12:50,2025-04-26 08:50,,,,,,,,active,160,60,60.0,,,1745657400,1745647800,,1745651400.0,,1745651400.0,60,Long Delay,Unknown,TA
TG,THA,TG316,THA316,316,DEL,VIDP,3,26,2025-04-25 23:30,2025-04-25 18:00,2025-04-26 12:40,2025-04-26 07:10,,,BKK,VTBS,,,,2025-04-26 05:25,2025-04-25 22:25,,,,,,,,scheduled,265,790,790.0,,,1745619900,1745604000,,1745651400.0,,,0,On Time,3,Unknown
TR,TGW,TR409,TGW409,409,IPH,WMKI,,,2025-04-26 15:10,2025-04-26 07:10,,,,,SIN,WSSS,1,C17,,2025-04-26 16:30,2025-04-26 08:30,2025-04-26 17:38,2025-04-26 09:38,,,,,,scheduled,80,68,,68.0,,1745656200,1745651400,1745660280.0,,,,0,On Time,Unknown,1
NH,ANA,NH5944,ANA5944,5944,DEL,VIDP,3,26,2025-04-25 23:30,2025-04-25 18:00,2025-04-26 12:40,2025-04-26 07:10,,,BKK,VTBS,,,,2025-04-26 05:25,2025-04-25 22:25,,,,,TG,316,TG316,scheduled,265,790,790.0,,,1745619900,1745604000,,1745651400.0,,,0,On Time,3,Unknown
AA,AAL,AA7387,AAL7387,7387,LAX,KLAX,TBIT,,2025-04-25 23:10,2025-04-26 06:10,2025-04-26 00:11,2025-04-26 07:11,2025-04-26 00:11,2025-04-26 07:11,SYD,YSSY,1,10,,2025-04-27 07:30,2025-04-26 21:30,2025-04-27 07:50,2025-04-26 21:50,,,QF,12,QF12,active,920,61,61.0,20.0,,1745703000,1745647800,1745704200.0,1745651460.0,,1745651460.0,61,Long Delay,TBIT,1
NK,NKS,NK685,NKS685,685,LAS,KLAS,1,A7,2025-04-25 22:37,2025-04-26 05:37,2025-04-26 00:11,2025-04-26 07:11,2025-04-26 00:11,2025-04-26 07:11,PIT,KPIT,,,,2025-04-26 05:45,2025-04-26 09:45,2025-04-26 06:48,2025-04-26 10:48,,,,,,active,248,63,94.0,63.0,A321,1745660700,1745645820,1745664480.0,1745651460.0,,1745651460.0,94,Long Delay,1,Unknown
QF,QFA,QF12,QFA12,12,LAX,KLAX,TBIT,,2025-04-25 23:10,2025-04-26 06:10,2025-04-26 00:11,2025-04-26 07:11,2025-04-26 00:11,2025-04-26 07:11,SYD,YSSY,1,10,,2025-04-27 07:30,2025-04-26 21:30,2025-04-27 07:50,2025-04-26 21:50,,,,,,active,920,61,61.0,20.0,A388,1745703000,1745647800,1745704200.0,1745651460.0,,1745651460.0,61,Long Delay,TBIT,1
AS,ASA,AS5214,ASA5214,5214,LAX,KLAX,TBIT,,2025-04-25 23:10,2025-04-26 06:10,2025-04-26 00:11,2025-04-26 07:11,2025-04-26 00:11,2025-04-26 07:11,SYD,YSSY,1,10,,2025-04-27 07:30,2025-04-26 21:30,2025-04-27 07:50,2025-04-26 21:50,,,QF,12,QF12,active,920,61,61.0,20.0,,1745703000,1745647800,1745704200.0,1745651460.0,,1745651460.0,61,Long Delay,TBIT,1
WS,WJA,WS6000,WJA6000,6000,LAX,KLAX,TBIT,,2025-04-25 23:10,2025-04-26 06:10,2025-04-26 00:11,2025-04-26 07:11,2025-04-26 00:11,2025-04-26 07:11,SYD,YSSY,1,10,,2025-04-27 07:30,2025-04-26 21:30,2025-04-27 07:50,2025-04-26 21:50,,,QF,12,QF12,active,920,61,61.0,20.0,,1745703000,1745647800,1745704200.0,1745651460.0,,1745651460.0,61,Long Delay,TBIT,1
ID,BTK,ID6360,BTK6360,6360,CGK,WIII,,,2025-04-26 13:10,2025-04-26 06:10,2025-04-26 14:12,2025-04-26 07:12,2025-04-26 14:12,2025-04-26 07:12,YIA,WAHI,,,,2025-04-26 14:20,2025-04-26 07:20,,,,,,,,active,70,62,62.0,,A320,1745652000,1745647800,,1745651520.0,,1745651520.0,62,Long Delay,Unknown,Unknown
DL,DAL,DL7819,DAL7819,7819,ICN,RKSI,2,,2025-04-26 14:45,2025-04-26 05:45,2025-04-26 16:14,2025-04-26 07:14,2025-04-26 16:14,2025-04-26 07:14,SIN,WSSS,4,G19,,2025-04-26 19:55,2025-04-26 11:55,2025-04-26 21:29,2025-04-26 13:29,,,KE,643,KE643,active,370,94,89.0,94.0,,1745668500,1745646300,1745674140.0,1745651640.0,,1745651640.0,89,Long Delay,2,4
WS,WJA,WS6033,WJA6033,6033,ICN,RKSI,2,,2025-04-26 14:45,2025-04-26 05:45,2025-04-26 16:14,2025-04-26 07:14,2025-04-26 16:14,2025-04-26 07:14,SIN,WSSS,4,G19,,2025-04-26 19:55,2025-04-26 11:55,2025-04-26 21:29,2025-04-26 13:29,,,KE,643,KE643,active,370,94,89.0,94.0,,1745668500,1745646300,1745674140.0,1745651640.0,,1745651640.0,89,Long Delay,2,4
KE,KAL,KE643,KAL643,643,ICN,RKSI,2,,2025-04-26 14:45,2025-04-26 05:45,2025-04-26 16:14,2025-04-26 07:14,2025-04-26 16:14,2025-04-26 07:14,SIN,WSSS,4,G19,,2025-04-26 19:55,2025-04-26 11:55,2025-04-26 21:29,2025-04-26 13:29,,,,,,active,370,94,89.0,94.0,,1745668500,1745646300,1745674140.0,1745651640.0,,1745651640.0,89,Long Delay,2,4
H4,HYS,H4492,HYS492,492,VCE,LIPZ,,,2025-04-26 08:00,2025-04-26 06:00,2025-04-26 09:15,2025-04-26 07:15,,,KIV,LUKK,,,,2025-04-26 11:00,2025-04-26 08:00,,,,,,,,scheduled,120,75,75.0,,A320,1745654400,1745647200,,1745651700.0,,,0,On Time,Unknown,Unknown
MS,MSR,MS9617,MSR9617,9617,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,AC,856,AC856,active,425,405,405.0,,,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
ME,MEA,ME4522,MEA4522,4522,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,AC,856,AC856,active,425,405,405.0,,,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
LH,DLH,LH6585,DLH6585,6585,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,AC,856,AC856,active,425,405,405.0,,,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
UA,UAL,UA8268,UAL8268,8268,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,AC,856,AC856,active,425,405,405.0,,,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
EK,UAE,EK7534,UAE7534,7534,CHC,NZCH,,D21,2025-04-26 16:30,2025-04-26 04:30,2025-04-26 19:15,2025-04-26 07:15,2025-04-26 19:15,2025-04-26 07:15,AKL,NZAA,D,,DTB1,2025-04-26 17:50,2025-04-26 05:50,2025-04-26 20:35,2025-04-26 08:35,,,JQ,238,JQ238,active,80,165,165.0,165.0,,1745646600,1745641800,1745656500.0,1745651700.0,,1745651700.0,165,Long Delay,Unknown,D
OS,AUA,OS8224,AUA8224,8224,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,AC,856,AC856,active,425,405,405.0,,,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
AC,ACA,AC856,ACA856,856,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,,,,active,425,405,405.0,,B789,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
FJ,FJI,FJ5524,FJI5524,5524,CHC,NZCH,,D21,2025-04-26 16:30,2025-04-26 04:30,2025-04-26 19:15,2025-04-26 07:15,2025-04-26 19:15,2025-04-26 07:15,AKL,NZAA,D,,DTB1,2025-04-26 17:50,2025-04-26 05:50,2025-04-26 20:35,2025-04-26 08:35,,,JQ,238,JQ238,active,80,165,165.0,165.0,,1745646600,1745641800,1745656500.0,1745651700.0,,1745651700.0,165,Long Delay,Unknown,D
QF,QFA,QF5764,QFA5764,5764,CHC,NZCH,,D21,2025-04-26 16:30,2025-04-26 04:30,2025-04-26 19:15,2025-04-26 07:15,2025-04-26 19:15,2025-04-26 07:15,AKL,NZAA,D,,DTB1,2025-04-26 17:50,2025-04-26 05:50,2025-04-26 20:35,2025-04-26 08:35,,,JQ,238,JQ238,active,80,165,165.0,165.0,,1745646600,1745641800,1745656500.0,1745651700.0,,1745651700.0,165,Long Delay,Unknown,D
IX,AXB,IX744,AXB744,744,SHJ,OMSJ,,,2025-04-26 08:05,2025-04-26 04:05,2025-04-26 11:15,2025-04-26 07:15,2025-04-26 11:15,2025-04-26 07:15,CNN,VOKN,,,,2025-04-26 13:35,2025-04-26 08:05,2025-04-26 16:23,2025-04-26 10:53,,,,,,active,240,190,190.0,168.0,,1745654700,1745640300,1745664780.0,1745651700.0,,1745651700.0,190,Long Delay,Unknown,Unknown
JQ,JST,JQ238,JST238,238,CHC,NZCH,,D21,2025-04-26 16:30,2025-04-26 04:30,2025-04-26 19:15,2025-04-26 07:15,2025-04-26 19:15,2025-04-26 07:15,AKL,NZAA,D,,DTB1,2025-04-26 17:50,2025-04-26 05:50,2025-04-26 20:35,2025-04-26 08:35,,,,,,active,80,165,165.0,165.0,,1745646600,1745641800,1745656500.0,1745651700.0,,1745651700.0,165,Long Delay,Unknown,D
AI,AIC,AI9180,AIC9180,9180,SHJ,OMSJ,,,2025-04-26 08:05,2025-04-26 04:05,2025-04-26 11:15,2025-04-26 07:15,2025-04-26 11:15,2025-04-26 07:15,CNN,VOKN,,,,2025-04-26 13:35,2025-04-26 08:05,2025-04-26 16:23,2025-04-26 10:53,,,IX,744,IX744,active,240,190,190.0,168.0,,1745654700,1745640300,1745664780.0,1745651700.0,,1745651700.0,190,Long Delay,Unknown,Unknown
A3,AEE,A33054,AEE3054,3054,YYZ,CYYZ,1,,2025-04-25 20:30,2025-04-26 00:30,2025-04-26 03:15,2025-04-26 07:15,2025-04-26 03:15,2025-04-26 07:15,LHR,EGLL,2,,,2025-04-26 08:35,2025-04-26 07:35,2025-04-26 00:15,2025-04-25 23:15,2025-04-26 00:15,2025-04-25 23:15,AC,856,AC856,active,425,405,405.0,,,1745652900,1745627400,1745622900.0,1745651700.0,1745622900.0,1745651700.0,405,Long Delay,1,2
CM,CMP,CM2534,CMP2534,2534,SFO,KSFO,3,F14,2025-04-25 21:30,2025-04-26 04:30,2025-04-26 00:16,2025-04-26 07:16,2025-04-26 00:16,2025-04-26 07:16,RNO,KRNO,,C5,,2025-04-25 22:39,2025-04-26 05:39,2025-04-26 01:21,2025-04-26 08:21,,,UA,2385,UA2385,active,69,166,166.0,162.0,,1745645940,1745641800,1745655660.0,1745651760.0,,1745651760.0,166,Long Delay,3,Unknown
UA,UAL,UA2385,UAL2385,2385,SFO,KSFO,3,F14,2025-04-25 21:30,2025-04-26 04:30,2025-04-26 00:16,2025-04-26 07:16,2025-04-26 00:16,2025-04-26 07:16,RNO,KRNO,,C5,,2025-04-25 22:39,2025-04-26 05:39,2025-04-26 01:21,2025-04-26 08:21,,,,,,active,69,166,166.0,162.0,A320,1745645940,1745641800,1745655660.0,1745651760.0,,1745651760.0,166,Long Delay,3,Unknown
OZ,AAR,OZ6345,AAR6345,6345,SFO,KSFO,3,F14,2025-04-25 21:30,2025-04-26 04:30,2025-04-26 00:16,2025-04-26 07:16,2025-04-26 00:16,2025-04-26 07:16,RNO,KRNO,,C5,,2025-04-25 22:39,2025-04-26 05:39,2025-04-26 01:21,2025-04-26 08:21,,,UA,2385,UA2385,active,69,166,166.0,162.0,,1745645940,1745641800,1745655660.0,1745651760.0,,1745651760.0,166,Long Delay,3,Unknown
LH,DLH,LH8908,DLH8908,8908,SFO,KSFO,3,F14,2025-04-25 21:30,2025-04-26 04:30,2025-04-26 00:16,2025-04-26 07:16,2025-04-26 00:16,2025-04-26 07:16,RNO,KRNO,,C5,,2025-04-25 22:39,2025-04-26 05:39,2025-04-26 01:21,2025-04-26 08:21,,,UA,2385,UA2385,active,69,166,166.0,162.0,,1745645940,1745641800,1745655660.0,1745651760.0,,1745651760.0,166,Long Delay,3,Unknown
9C,CQH,9C8848,CQH8848,8848,LHW,ZLLL,T3,,2025-04-26 15:00,2025-04-26 07:00,2025-04-26 15:16,2025-04-26 07:16,,,PVG,ZSPD,2,,40,2025-04-26 17:55,2025-04-26 09:55,2025-04-26 19:21,2025-04-26 11:21,,,,,,scheduled,175,86,16.0,86.0,,1745661300,1745650800,1745666460.0,1745651760.0,,,0,On Time,T3,2
QF,QFA,QF8372,QFA8372,8372,DXB,OMDB,3,A13,2025-04-26 09:40,2025-04-26 05:40,2025-04-26 11:17,2025-04-26 07:17,2025-04-26 11:17,2025-04-26 07:17,BKK,VTBS,,,,2025-04-26 18:55,2025-04-26 11:55,2025-04-26 20:01,2025-04-26 13:01,,,EK,372,EK372,active,375,66,97.0,66.0,,1745668500,1745646000,1745672460.0,1745651820.0,,1745651820.0,97,Long Delay,3,Unknown
TP,TAP,TP6362,TAP6362,6362,DXB,OMDB,3,A13,2025-04-26 09:40,2025-04-26 05:40,2025-04-26 11:17,2025-04-26 07:17,2025-04-26 11:17,2025-04-26 07:17,BKK,VTBS,,,,2025-04-26 18:55,2025-04-26 11:55,2025-04-26 20:01,2025-04-26 13:01,,,EK,372,EK372,active,375,66,97.0,66.0,,1745668500,1745646000,1745672460.0,1745651820.0,,1745651820.0,97,Long Delay,3,Unknown
BT,BTI,BT5811,BTI5811,5811,DXB,OMDB,3,A13,2025-04-26 09:40,2025-04-26 05:40,2025-04-26 11:17,2025-04-26 07:17,2025-04-26 11:17,2025-04-26 07:17,BKK,VTBS,,,,2025-04-26 18:55,2025-04-26 11:55,2025-04-26 20:01,2025-04-26 13:01,,,EK,372,EK372,active,375,66,97.0,66.0,,1745668500,1745646000,1745672460.0,1745651820.0,,1745651820.0,97,Long Delay,3,Unknown
EK,UAE,EK372,UAE372,372,DXB,OMDB,3,A13,2025-04-26 09:40,2025-04-26 05:40,2025-04-26 11:17,2025-04-26 07:17,2025-04-26 11:17,2025-04-26 07:17,BKK,VTBS,,,,2025-04-26 18:55,2025-04-26 11:55,2025-04-26 20:01,2025-04-26 13:01,,,,,,active,375,66,97.0,66.0,,1745668500,1745646000,1745672460.0,1745651820.0,,1745651820.0,97,Long Delay,3,Unknown
AI,AIC,AI9606,AIC9606,9606,IDR,VAID,,,2025-04-26 09:50,2025-04-26 04:20,2025-04-26 12:49,2025-04-26 07:19,2025-04-26 12:49,2025-04-26 07:19,BLR,VOBL,2,,6A,2025-04-26 12:00,2025-04-26 06:30,2025-04-26 14:48,2025-04-26 09:18,,,IX,1454,IX1454,active,130,168,179.0,168.0,,1745649000,1745641200,1745659080.0,1745651940.0,,1745651940.0,179,Long Delay,Unknown,2
IX,AXB,IX1454,AXB1454,1454,IDR,VAID,,,2025-04-26 09:50,2025-04-26 04:20,2025-04-26 12:49,2025-04-26 07:19,2025-04-26 12:49,2025-04-26 07:19,BLR,VOBL,2,,6A,2025-04-26 12:00,2025-04-26 06:30,2025-04-26 14:48,2025-04-26 09:18,,,,,,active,130,168,179.0,168.0,,1745649000,1745641200,1745659080.0,1745651940.0,,1745651940.0,179,Long Delay,Unknown,2
AZ,ITY,AZ3400,ITY3400,3400,PHX,KPHX,3,F10,2025-04-25 23:12,2025-04-26 06:12,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,JFK,KJFK,4,B33,T4,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 07:41,2025-04-26 11:41,,,DL,548,DL548,active,288,68,68.0,41.0,,1745665200,1745647920,1745667660.0,1745652000.0,,1745652000.0,68,Long Delay,3,4
VS,VIR,VS3195,VIR3195,3195,PHX,KPHX,3,F10,2025-04-25 23:12,2025-04-26 06:12,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,JFK,KJFK,4,B33,T4,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 07:41,2025-04-26 11:41,,,DL,548,DL548,active,288,68,68.0,41.0,,1745665200,1745647920,1745667660.0,1745652000.0,,1745652000.0,68,Long Delay,3,4
SV,SVA,SV6868,SVA6868,6868,PHX,KPHX,3,F10,2025-04-25 23:12,2025-04-26 06:12,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,JFK,KJFK,4,B33,T4,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 07:41,2025-04-26 11:41,,,DL,548,DL548,active,288,68,68.0,41.0,,1745665200,1745647920,1745667660.0,1745652000.0,,1745652000.0,68,Long Delay,3,4
F9,FFT,F94672,FFT4672,4672,PHX,KPHX,3,F4,2025-04-25 21:45,2025-04-26 04:45,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,DTW,KDTW,N,D25,,2025-04-26 04:39,2025-04-26 08:39,2025-04-26 06:55,2025-04-26 10:55,,,,,,active,234,155,155.0,136.0,A20N,1745656740,1745642700,1745664900.0,1745652000.0,,1745652000.0,155,Long Delay,3,N
KQ,KQA,KQ7022,KQA7022,7022,PHX,KPHX,3,F10,2025-04-25 23:12,2025-04-26 06:12,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,JFK,KJFK,4,B33,T4,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 07:41,2025-04-26 11:41,,,DL,548,DL548,active,288,68,68.0,41.0,,1745665200,1745647920,1745667660.0,1745652000.0,,1745652000.0,68,Long Delay,3,4
DL,DAL,DL548,DAL548,548,PHX,KPHX,3,F10,2025-04-25 23:12,2025-04-26 06:12,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,JFK,KJFK,4,B33,T4,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 07:41,2025-04-26 11:41,,,,,,active,288,68,68.0,41.0,,1745665200,1745647920,1745667660.0,1745652000.0,,1745652000.0,68,Long Delay,3,4
LA,LAN,LA8656,LAN8656,8656,PHX,KPHX,3,F10,2025-04-25 23:12,2025-04-26 06:12,2025-04-26 00:20,2025-04-26 07:20,2025-04-26 00:20,2025-04-26 07:20,JFK,KJFK,4,B33,T4,2025-04-26 07:00,2025-04-26 11:00,2025-04-26 07:41,2025-04-26 11:41,,,DL,548,DL548,active,288,68,68.0,41.0,,1745665200,1745647920,1745667660.0,1745652000.0,,1745652000.0,68,Long Delay,3,4
MS,MSR,MS265,MSR265,265,LXR,HELX,,,2025-04-26 08:50,2025-04-26 05:50,2025-04-26 10:20,2025-04-26 07:20,,,CAI,HECA,3,,,2025-04-26 10:00,2025-04-26 07:00,,,,,,,,scheduled,70,90,90.0,,,1745650800,1745646600,,1745652000.0,,,0,On Time,Unknown,3
DL,DAL,DL6108,DAL6108,6108,NAT,SBSG,1,4,2025-04-26 02:40,2025-04-26 05:40,2025-04-26 04:21,2025-04-26 07:21,2025-04-26 04:21,2025-04-26 07:21,GRU,SBGR,2,,,2025-04-26 06:10,2025-04-26 09:10,2025-04-26 07:51,2025-04-26 10:51,,,JJ,3445,JJ3445,active,210,101,101.0,101.0,,1745658600,1745646000,1745664660.0,1745652060.0,,1745652060.0,101,Long Delay,1,2
LA,LAN,LA3445,LAN3445,3445,NAT,SBSG,1,4,2025-04-26 02:40,2025-04-26 05:40,2025-04-26 04:21,2025-04-26 07:21,2025-04-26 04:21,2025-04-26 07:21,GRU,SBGR,2,,,2025-04-26 06:10,2025-04-26 09:10,2025-04-26 07:51,2025-04-26 10:51,,,JJ,3445,JJ3445,active,210,101,101.0,101.0,,1745658600,1745646000,1745664660.0,1745652060.0,,1745652060.0,101,Long Delay,1,2
AM,AMX,AM8545,AMX8545,8545,NAT,SBSG,1,4,2025-04-26 02:40,2025-04-26 05:40,2025-04-26 04:21,2025-04-26 07:21,2025-04-26 04:21,2025-04-26 07:21,GRU,SBGR,2,,,2025-04-26 06:10,2025-04-26 09:10,2025-04-26 07:51,2025-04-26 10:51,,,JJ,3445,JJ3445,active,210,101,101.0,101.0,,1745658600,1745646000,1745664660.0,1745652060.0,,1745652060.0,101,Long Delay,1,2
NU,JTA,NU565,JTA565,565,OKA,ROAH,,,2025-04-26 15:20,2025-04-26 06:20,2025-04-26 16:21,2025-04-26 07:21,2025-04-26 16:21,2025-04-26 07:21,MMY,ROMY,,,,2025-04-26 16:10,2025-04-26 07:10,,,,,,,,active,50,61,61.0,,,1745651400,1745648400,,1745652060.0,,1745652060.0,61,Long Delay,Unknown,Unknown
AR,ARG,AR8283,ARG8283,8283,NAT,SBSG,1,4,2025-04-26 02:40,2025-04-26 05:40,2025-04-26 04:21,2025-04-26 07:21,2025-04-26 04:21,2025-04-26 07:21,GRU,SBGR,2,,,2025-04-26 06:10,2025-04-26 09:10,2025-04-26 07:51,2025-04-26 10:51,,,JJ,3445,JJ3445,active,210,101,101.0,101.0,,1745658600,1745646000,1745664660.0,1745652060.0,,1745652060.0,101,Long Delay,1,2
QR,QTR,QR5187,QTR5187,5187,NAT,SBSG,1,4,2025-04-26 02:40,2025-04-26 05:40,2025-04-26 04:21,2025-04-26 07:21,2025-04-26 04:21,2025-04-26 07:21,GRU,SBGR,2,,,2025-04-26 06:10,2025-04-26 09:10,2025-04-26 07:51,2025-04-26 10:51,,,JJ,3445,JJ3445,active,210,101,101.0,101.0,,1745658600,1745646000,1745664660.0,1745652060.0,,1745652060.0,101,Long Delay,1,2
JJ,TAM,JJ3445,TAM3445,3445,NAT,SBSG,1,4,2025-04-26 02:40,2025-04-26 05:40,2025-04-26 04:21,2025-04-26 07:21,2025-04-26 04:21,2025-04-26 07:21,GRU,SBGR,2,,,2025-04-26 06:10,2025-04-26 09:10,2025-04-26 07:51,2025-04-26 10:51,,,,,,active,210,101,101.0,101.0,,1745658600,1745646000,1745664660.0,1745652060.0,,1745652060.0,101,Long Delay,1,2
